country,city,occupation,field,years_of_experience,salary,employment_type,education_level,gender,company_size,year,month
Japan,Tokyo,Financial Analyst,Finance,23,226309.0,freelance,Bachelor,Female,Enterprise,2022,5
Spain,Madrid,Data Scientist,Technology,18,211515.0,internship,High School,Other,Medium,2023,9
South Korea,Seoul,Product Manager,Technology,14,338144.0,internship,PhD,Male,Enterprise,2023,7
Italy,Milan,Financial Analyst,Finance,19,278819.0,freelance,Master,Female,Enterprise,2025,7
Switzerland,Zurich,Operations Manager,Operations,4,335416.0,work_from_home,Master,Other,Large,2025,2
Mexico,Mexico City,Financial Analyst,Finance,2,72191.0,internship,High School,Female,Medium,2023,6
United Kingdom,London,Data Scientist,Technology,10,314096.0,freelance,Master,Male,Enterprise,2022,10
Australia,Sydney,Operations Manager,Operations,14,290115.0,part_time,Master,Male,Large,2023,4
Germany,Berlin,Financial Analyst,Finance,24,252598.0,freelance,High School,Female,Enterprise,2024,11
India,Bangalore,UX Designer,Design,16,82780.0,internship,Master,Other,Small,2022,5
Germany,Berlin,UX Designer,Design,10,176414.0,full_time,High School,Other,Large,2022,1
France,Paris,Business Analyst,Business,0,99330.0,full_time,Master,Female,Small,2025,3
Brazil,Sao Paulo,UX Designer,Design,17,171539.0,full_time,PhD,Male,Enterprise,2025,8
United Kingdom,London,UX Designer,Design,8,298961.0,freelance,PhD,Male,Large,2025,3
Germany,Berlin,Data Analyst,Technology,4,186303.0,work_from_home,Bachelor,Female,Large,2023,7
United Kingdom,London,Data Analyst,Technology,11,158568.0,full_time,Master,Female,Medium,2025,6
Mexico,Mexico City,Product Manager,Technology,0,28234.0,internship,Master,Female,Medium,2024,2
United Arab Emirates,Dubai,Business Analyst,Business,3,212583.0,internship,PhD,Male,Enterprise,2022,11
New Zealand,Auckland,Financial Analyst,Finance,3,106744.0,full_time,Bachelor,Other,Small,2023,10
Canada,Toronto,Business Analyst,Business,18,201764.0,freelance,Bachelor,Other,Large,2023,12
South Africa,Cape Town,UX Designer,Design,12,103249.0,part_time,Bachelor,Male,Small,2025,7
South Korea,Seoul,HR Analyst,Human Resources,20,279176.0,work_from_home,PhD,Other,Enterprise,2025,1
France,Paris,Data Analyst,Technology,12,170883.0,work_from_home,PhD,Female,Small,2025,8
United States,San Francisco,Data Scientist,Technology,9,333912.0,freelance,Master,Other,Large,2025,6
South Africa,Cape Town,Product Manager,Technology,5,193633.0,full_time,PhD,Female,Enterprise,2022,1
Spain,Madrid,Data Analyst,Technology,20,162442.0,full_time,High School,Male,Small,2025,6
United States,San Francisco,Operations Manager,Operations,21,279783.0,freelance,Bachelor,Other,Medium,2022,6
Japan,Tokyo,Operations Manager,Operations,19,196680.0,freelance,Bachelor,Other,Small,2022,12
Singapore,Singapore,Financial Analyst,Finance,10,143259.0,freelance,High School,Male,Medium,2023,5
Spain,Madrid,Business Analyst,Business,8,142460.0,part_time,Bachelor,Male,Medium,2024,3
United Arab Emirates,Dubai,Marketing Specialist,Marketing,6,175762.0,full_time,Master,Female,Medium,2025,1
United States,New York,Financial Analyst,Finance,11,318913.0,internship,Master,Male,Enterprise,2023,6
United Arab Emirates,Dubai,Data Analyst,Technology,4,217400.0,freelance,High School,Male,Enterprise,2025,3
Italy,Milan,Financial Analyst,Finance,11,136842.0,internship,High School,Other,Small,2024,4
United States,New York,Data Analyst,Technology,7,171800.0,work_from_home,High School,Male,Medium,2022,6
Ireland,Dublin,Software Engineer,Technology,3,179442.0,internship,Master,Other,Small,2025,1
France,Paris,HR Analyst,Human Resources,17,137144.0,internship,High School,Male,Large,2025,1
Germany,Berlin,AI Engineer,Technology,6,314908.0,freelance,PhD,Other,Medium,2024,3
United Kingdom,London,Marketing Specialist,Marketing,2,117090.0,full_time,Bachelor,Other,Enterprise,2024,5
Ireland,Dublin,Marketing Specialist,Marketing,19,218246.0,full_time,Bachelor,Male,Enterprise,2025,1
Switzerland,Zurich,Operations Manager,Operations,9,308574.0,full_time,Bachelor,Female,Medium,2025,5
Australia,Sydney,UX Designer,Design,4,143170.0,work_from_home,Bachelor,Other,Small,2025,9
Canada,Toronto,Product Manager,Technology,5,228751.0,part_time,PhD,Female,Medium,2023,6
Brazil,Sao Paulo,HR Analyst,Human Resources,12,85399.0,part_time,High School,Male,Medium,2024,4
France,Paris,Software Engineer,Technology,25,256673.0,full_time,Bachelor,Female,Enterprise,2022,10
Spain,Madrid,Cloud Engineer,Technology,2,190065.0,freelance,Master,Other,Small,2025,2
New Zealand,Auckland,HR Analyst,Human Resources,20,172500.0,internship,High School,Other,Enterprise,2024,3
United Kingdom,London,Cloud Engineer,Technology,17,370000.0,work_from_home,Bachelor,Other,Enterprise,2025,8
France,Paris,Marketing Specialist,Marketing,13,178115.0,part_time,PhD,Other,Medium,2024,10
Brazil,Sao Paulo,HR Analyst,Human Resources,6,53418.0,internship,Bachelor,Other,Small,2022,11
Ireland,Dublin,AI Engineer,Technology,5,210839.0,work_from_home,Master,Other,Medium,2022,3
South Africa,Cape Town,Product Manager,Technology,3,93407.0,full_time,High School,Other,Small,2024,9
South Korea,Seoul,HR Analyst,Human Resources,2,70345.0,full_time,High School,Male,Medium,2024,9
Ireland,Dublin,Financial Analyst,Finance,0,18110.0,internship,High School,Female,Small,2022,4
Sweden,Stockholm,Business Analyst,Business,19,340442.0,freelance,PhD,Male,Large,2025,12
South Korea,Seoul,Software Engineer,Technology,7,222852.0,full_time,Master,Other,Medium,2023,2
Japan,Tokyo,Cloud Engineer,Technology,0,157527.0,freelance,PhD,Other,Enterprise,2022,10
Sweden,Stockholm,Financial Analyst,Finance,25,227980.0,freelance,Master,Female,Medium,2022,3
Netherlands,Amsterdam,Financial Analyst,Finance,20,242693.0,freelance,PhD,Female,Small,2024,6
South Korea,Seoul,HR Analyst,Human Resources,1,86701.0,full_time,PhD,Male,Small,2022,6
Singapore,Singapore,HR Analyst,Human Resources,16,277033.0,work_from_home,PhD,Female,Enterprise,2022,10
Singapore,Singapore,Data Scientist,Technology,24,297037.0,work_from_home,Bachelor,Male,Medium,2023,11
Sweden,Stockholm,AI Engineer,Technology,20,363292.0,full_time,PhD,Male,Medium,2023,8
Singapore,Singapore,AI Engineer,Technology,14,230797.0,internship,High School,Female,Small,2024,6
Spain,Madrid,AI Engineer,Technology,13,204483.0,full_time,Bachelor,Male,Medium,2022,11
Spain,Madrid,Financial Analyst,Finance,3,189382.0,full_time,Master,Male,Large,2023,9
New Zealand,Auckland,HR Analyst,Human Resources,14,76974.0,work_from_home,High School,Female,Small,2022,12
Singapore,Singapore,HR Analyst,Human Resources,16,158162.0,full_time,Bachelor,Female,Medium,2025,4
Netherlands,Amsterdam,UX Designer,Design,6,164577.0,work_from_home,Bachelor,Male,Large,2024,7
Canada,Toronto,UX Designer,Design,12,214534.0,internship,High School,Male,Enterprise,2023,6
United Arab Emirates,Dubai,Financial Analyst,Finance,16,310930.0,part_time,Master,Male,Small,2025,9
South Korea,Seoul,Operations Manager,Operations,3,145817.0,part_time,Master,Other,Small,2023,4
Switzerland,Zurich,HR Analyst,Human Resources,20,214709.0,work_from_home,Bachelor,Female,Large,2025,2
New Zealand,Auckland,Marketing Specialist,Marketing,16,121985.0,work_from_home,Bachelor,Male,Small,2022,10
United States,San Francisco,HR Analyst,Human Resources,1,161160.0,freelance,Bachelor,Female,Enterprise,2023,5
Ireland,Dublin,Financial Analyst,Finance,20,252685.0,full_time,High School,Other,Large,2025,1
France,Paris,Financial Analyst,Finance,7,242075.0,internship,Master,Other,Large,2024,10
Canada,Toronto,Financial Analyst,Finance,19,132521.0,work_from_home,High School,Female,Small,2022,8
New Zealand,Auckland,Data Scientist,Technology,20,225221.0,part_time,Master,Female,Small,2025,6
Canada,Toronto,Software Engineer,Technology,11,370000.0,freelance,PhD,Female,Large,2025,5
India,Bangalore,Product Manager,Technology,9,107963.0,internship,PhD,Other,Medium,2024,5
Brazil,Sao Paulo,Business Analyst,Business,3,108552.0,full_time,PhD,Male,Medium,2024,1
Ireland,Dublin,Operations Manager,Operations,11,129056.0,work_from_home,High School,Other,Medium,2025,10
Switzerland,Zurich,HR Analyst,Human Resources,4,116984.0,freelance,High School,Male,Large,2022,3
United States,San Francisco,Product Manager,Technology,21,312326.0,internship,High School,Other,Medium,2023,4
United Arab Emirates,Dubai,Software Engineer,Technology,14,259884.0,part_time,Bachelor,Male,Small,2023,4
Singapore,Singapore,Software Engineer,Technology,6,261800.0,internship,Master,Female,Enterprise,2023,8
Netherlands,Amsterdam,Product Manager,Technology,3,267580.0,work_from_home,PhD,Male,Large,2024,1
Netherlands,Amsterdam,Marketing Specialist,Marketing,19,128912.0,full_time,High School,Other,Medium,2023,9
Germany,Berlin,Product Manager,Technology,2,134052.0,full_time,High School,Female,Large,2023,5
Switzerland,Zurich,Data Analyst,Technology,18,291192.0,internship,Master,Other,Large,2025,2
Canada,Toronto,Cloud Engineer,Technology,25,252133.0,internship,High School,Other,Medium,2022,4
Singapore,Singapore,Marketing Specialist,Marketing,9,119140.0,freelance,High School,Female,Medium,2025,10
Netherlands,Amsterdam,HR Analyst,Human Resources,21,174306.0,part_time,Bachelor,Male,Large,2025,10
Australia,Sydney,Product Manager,Technology,1,230941.0,full_time,PhD,Female,Medium,2024,3
Australia,Sydney,Product Manager,Technology,12,261347.0,full_time,Master,Other,Small,2024,3
Brazil,Sao Paulo,Cloud Engineer,Technology,15,265608.0,full_time,PhD,Male,Large,2024,2
United States,New York,Product Manager,Technology,8,291772.0,freelance,High School,Female,Enterprise,2022,2
Australia,Sydney,Operations Manager,Operations,4,198079.0,full_time,Bachelor,Male,Enterprise,2025,7
Sweden,Stockholm,Cloud Engineer,Technology,11,235902.0,work_from_home,Bachelor,Male,Medium,2024,3
Mexico,Mexico City,Operations Manager,Operations,6,140593.0,internship,Bachelor,Male,Enterprise,2024,6
Spain,Madrid,Financial Analyst,Finance,3,177063.0,full_time,Master,Other,Large,2023,6
United States,San Francisco,Business Analyst,Business,20,205429.0,work_from_home,Bachelor,Female,Small,2025,12
Spain,Madrid,AI Engineer,Technology,1,131284.0,work_from_home,Master,Female,Small,2022,1
Mexico,Mexico City,Marketing Specialist,Marketing,6,115461.0,full_time,Master,Other,Enterprise,2025,5
Netherlands,Amsterdam,Operations Manager,Operations,17,208108.0,part_time,High School,Other,Large,2024,10
Italy,Milan,Cloud Engineer,Technology,19,213155.0,work_from_home,Master,Female,Medium,2023,7
Sweden,Stockholm,HR Analyst,Human Resources,6,150424.0,freelance,Master,Female,Medium,2025,4
Australia,Sydney,Marketing Specialist,Marketing,18,161158.0,full_time,Bachelor,Male,Small,2025,6
United States,New York,HR Analyst,Human Resources,22,228137.0,work_from_home,Bachelor,Female,Enterprise,2023,4
Ireland,Dublin,Marketing Specialist,Marketing,19,100874.0,full_time,High School,Female,Small,2023,12
India,Bangalore,UX Designer,Design,5,47900.0,work_from_home,High School,Male,Medium,2025,1
Switzerland,Zurich,Cloud Engineer,Technology,21,360689.0,internship,PhD,Male,Enterprise,2023,4
Netherlands,Amsterdam,HR Analyst,Human Resources,19,130225.0,work_from_home,PhD,Other,Medium,2022,12
Singapore,Singapore,Data Analyst,Technology,23,248606.0,internship,Master,Other,Medium,2024,8
United Arab Emirates,Dubai,Business Analyst,Business,10,224042.0,freelance,Master,Other,Medium,2025,9
Netherlands,Amsterdam,Operations Manager,Operations,17,266514.0,work_from_home,Master,Male,Medium,2025,7
United States,San Francisco,UX Designer,Design,11,332554.0,freelance,Master,Male,Large,2022,9
Australia,Sydney,Business Analyst,Business,17,256453.0,freelance,PhD,Female,Medium,2024,3
Germany,Berlin,HR Analyst,Human Resources,7,150003.0,work_from_home,Master,Female,Small,2023,3
Mexico,Mexico City,Software Engineer,Technology,10,128366.0,freelance,Master,Other,Medium,2024,2
Canada,Toronto,HR Analyst,Human Resources,22,154855.0,work_from_home,Master,Male,Medium,2022,2
South Korea,Seoul,Marketing Specialist,Marketing,12,148996.0,freelance,PhD,Female,Small,2024,11
United Arab Emirates,Dubai,Data Scientist,Technology,5,211775.0,part_time,High School,Female,Large,2024,10
New Zealand,Auckland,AI Engineer,Technology,20,191852.0,full_time,High School,Male,Medium,2022,4
Brazil,Sao Paulo,AI Engineer,Technology,1,114090.0,work_from_home,High School,Female,Enterprise,2024,6
South Africa,Cape Town,Operations Manager,Operations,1,72893.0,full_time,Master,Female,Small,2023,8
United States,San Francisco,Operations Manager,Operations,4,203131.0,internship,Bachelor,Female,Medium,2025,10
United Kingdom,London,Product Manager,Technology,22,291063.0,full_time,PhD,Female,Small,2025,9
United States,San Francisco,AI Engineer,Technology,10,361654.0,work_from_home,PhD,Other,Medium,2023,2
Sweden,Stockholm,Data Analyst,Technology,7,186307.0,part_time,Bachelor,Male,Large,2022,8
Spain,Madrid,Data Scientist,Technology,23,201804.0,full_time,Master,Female,Small,2022,10
Italy,Milan,Data Scientist,Technology,16,200545.0,freelance,Master,Female,Small,2022,9
South Korea,Seoul,Software Engineer,Technology,7,280532.0,work_from_home,Bachelor,Other,Large,2025,3
South Africa,Cape Town,AI Engineer,Technology,3,150571.0,internship,PhD,Male,Large,2025,10
United Kingdom,London,Business Analyst,Business,4,170869.0,full_time,Master,Other,Medium,2024,2
Mexico,Mexico City,HR Analyst,Human Resources,23,85584.0,internship,Master,Female,Large,2024,12
Brazil,Sao Paulo,HR Analyst,Human Resources,14,133032.0,part_time,Bachelor,Other,Enterprise,2025,11
South Korea,Seoul,Cloud Engineer,Technology,2,206106.0,part_time,Master,Female,Enterprise,2024,3
Ireland,Dublin,Data Scientist,Technology,20,242917.0,part_time,High School,Female,Large,2025,12
Brazil,Sao Paulo,Business Analyst,Business,23,136004.0,work_from_home,Bachelor,Male,Medium,2025,8
New Zealand,Auckland,HR Analyst,Human Resources,12,120517.0,freelance,High School,Female,Enterprise,2024,6
Switzerland,Zurich,HR Analyst,Human Resources,10,234869.0,internship,PhD,Male,Medium,2023,11
United Arab Emirates,Dubai,Product Manager,Technology,11,281878.0,full_time,Master,Other,Small,2024,6
Australia,Sydney,Data Analyst,Technology,9,204555.0,work_from_home,Master,Other,Medium,2024,9
Brazil,Sao Paulo,Business Analyst,Business,7,94212.0,internship,PhD,Female,Small,2022,1
New Zealand,Auckland,Software Engineer,Technology,20,186880.0,internship,Master,Female,Medium,2022,4
Canada,Toronto,AI Engineer,Technology,9,203175.0,internship,High School,Female,Small,2022,3
India,Bangalore,UX Designer,Design,19,137988.0,work_from_home,PhD,Female,Enterprise,2024,1
France,Paris,Product Manager,Technology,2,134241.0,internship,High School,Other,Small,2024,7
New Zealand,Auckland,Marketing Specialist,Marketing,13,130970.0,part_time,Master,Other,Small,2025,12
Japan,Tokyo,Operations Manager,Operations,13,211146.0,freelance,High School,Male,Enterprise,2024,1
Netherlands,Amsterdam,Software Engineer,Technology,0,116443.0,work_from_home,Master,Male,Medium,2024,9
Singapore,Singapore,Product Manager,Technology,10,353949.0,work_from_home,PhD,Female,Large,2023,6
Mexico,Mexico City,AI Engineer,Technology,6,199847.0,work_from_home,PhD,Female,Large,2025,1
United States,San Francisco,Business Analyst,Business,4,288970.0,work_from_home,Master,Male,Large,2025,11
United Arab Emirates,Dubai,Financial Analyst,Finance,3,199686.0,internship,Bachelor,Female,Medium,2025,4
Spain,Madrid,AI Engineer,Technology,9,249172.0,work_from_home,Bachelor,Other,Large,2024,11
Canada,Toronto,Data Scientist,Technology,14,232494.0,internship,High School,Female,Medium,2025,12
Ireland,Dublin,Data Scientist,Technology,0,164607.0,full_time,Master,Other,Enterprise,2025,9
Ireland,Dublin,Product Manager,Technology,23,353620.0,part_time,PhD,Male,Enterprise,2022,4
India,Bangalore,HR Analyst,Human Resources,0,16941.0,work_from_home,High School,Other,Small,2022,6
United Kingdom,London,Data Scientist,Technology,8,370000.0,part_time,PhD,Male,Enterprise,2025,12
United Kingdom,London,Software Engineer,Technology,4,255043.0,freelance,Master,Other,Large,2024,5
Canada,Toronto,Data Scientist,Technology,17,342742.0,part_time,Master,Other,Medium,2024,5
Japan,Tokyo,Cloud Engineer,Technology,7,228956.0,full_time,PhD,Male,Medium,2023,3
Netherlands,Amsterdam,Business Analyst,Business,14,215577.0,part_time,Bachelor,Other,Enterprise,2024,9
Japan,Tokyo,Marketing Specialist,Marketing,9,208420.0,freelance,Bachelor,Female,Enterprise,2023,1
Spain,Madrid,Data Scientist,Technology,1,90912.0,freelance,High School,Female,Small,2025,6
South Africa,Cape Town,Operations Manager,Operations,24,132876.0,part_time,PhD,Other,Medium,2025,10
United States,San Francisco,Business Analyst,Business,2,238582.0,internship,PhD,Other,Small,2025,10
Canada,Toronto,HR Analyst,Human Resources,9,115250.0,freelance,Bachelor,Female,Medium,2023,8
Brazil,Sao Paulo,Marketing Specialist,Marketing,15,110817.0,freelance,Master,Male,Small,2023,1
Ireland,Dublin,Operations Manager,Operations,23,282103.0,full_time,Master,Female,Enterprise,2022,1
Netherlands,Amsterdam,UX Designer,Design,25,178401.0,full_time,Bachelor,Other,Medium,2022,10
New Zealand,Auckland,AI Engineer,Technology,5,229671.0,internship,Bachelor,Male,Enterprise,2024,8
South Korea,Seoul,Data Analyst,Technology,10,152577.0,internship,High School,Female,Large,2025,4
